category,predictor,nfactors,rmse,mae
Video Games,CDL-SDAE-SGD,50,1.0576676556142246,0.805341941371017
Movies and TV,CDL-SDAE-SGD,25,1.0094066101553967,0.751732011488227
Toys and Games,CDL-SDAE-SGD,25,0.9024861162977229,0.6614456544927189
