drop_ratio,hidden_size,k,lambda_n,lambda_q,lambda_v,lambda_w,matrix_noise,rmse_train,mae_train,rmse_test,mae_test
0.1,100,50,1,0.1,1,1,0.3,0.915244367636309,0.7050528443362141,1.0610069086204361,0.817882635893182
0.1,100,50,1,0.1,1,10,0.3,0.9153219147887273,0.7052308741392392,1.061028513476905,0.8176851754068764
0.1,100,50,1,0.1,10,1,0.3,0.9152140032695454,0.7051108928907063,1.0611277477731984,0.818335324208935
0.1,100,50,1,0.1,10,10,0.3,0.9157344327803484,0.7054424071300482,1.0613746360611465,0.8179831004960966
0.1,100,50,10,0.01,1,1,0.3,0.8999434234364585,0.6934690454937464,1.0627371796381866,0.8192632939836962
0.1,100,50,10,0.01,1,10,0.3,0.9001583916579124,0.6935999809869189,1.0623182588004534,0.8190011565069012
0.1,100,50,10,0.01,10,1,0.3,0.8994249493395373,0.6930933156807956,1.0623565983921068,0.8189707740007204
0.1,100,50,10,0.01,10,10,0.3,0.8996770833603914,0.6932721699895799,1.0629207580739526,0.8190615358946853
0.1,100,50,10,0.1,1,1,0.3,0.9155971551171431,0.7053438650857023,1.0611517939022175,0.818028123510462
0.1,100,50,10,0.1,1,10,0.3,0.9150903281132811,0.7049643927261159,1.0615342860265602,0.8184659588236528
0.1,100,50,10,0.1,10,1,0.3,0.9149985984958225,0.7049009046586981,1.0609815674743437,0.8179069662014689
0.1,100,50,10,0.1,10,10,0.3,0.9153436779811389,0.7051452424392757,1.0613309776354078,0.8183272652525863
0.1,150,25,1,0.01,1,1,0.3,0.9359864880967266,0.7209374070726916,1.0606611194112265,0.8174885547531634
0.1,150,25,1,0.01,1,10,0.3,0.9362271324271761,0.7211671344740498,1.0602312173019175,0.817132279407307
0.1,150,25,1,0.01,10,1,0.3,0.935866597922945,0.7208192634245666,1.0603345475741697,0.8170195226849617
0.1,150,25,1,0.01,10,10,0.3,0.9360030022759261,0.7208214914155244,1.0601793726917106,0.81692223432763
0.1,150,25,1,0.1,1,1,0.3,0.9445309642475579,0.7274989713811891,1.0595791985180456,0.8163889084689602
0.1,150,25,1,0.1,1,10,0.3,0.9439071619696454,0.7270903463184694,1.0597765215298425,0.8167247000030795
0.1,150,25,1,0.1,10,1,0.3,0.9444043292363068,0.7273252687944943,1.0600742968329357,0.8168218574890724
0.1,150,25,1,0.1,10,10,0.3,0.9444678091827805,0.7272943555326562,1.059865184912728,0.8167193178151099
0.1,150,25,10,0.01,1,1,0.3,0.9361305585327576,0.7209823420025507,1.0605919839247344,0.8171366597158115
0.1,150,25,10,0.01,1,10,0.3,0.9357742038553601,0.7208763048250068,1.060600741044708,0.8174803319368454
0.1,150,25,10,0.01,10,1,0.3,0.9352952073427199,0.7203389603635649,1.060052284797119,0.8167452641314632
0.1,150,25,10,0.01,10,10,0.3,0.9357144731987278,0.720680191901735,1.0602169164675468,0.8171549516339677
0.1,150,25,10,0.1,1,1,0.3,0.9445633468317257,0.72740434910084,1.059740976985075,0.8165499837648954
0.1,150,25,10,0.1,1,10,0.3,0.9438363579561655,0.7270103886793265,1.059680197226817,0.8164931104108668
0.1,150,25,10,0.1,10,1,0.3,0.9444806179543984,0.7273921663283075,1.059579141989936,0.8167369892708607
0.1,150,25,10,0.1,10,10,0.3,0.9441870011936573,0.7272182467642723,1.0599112919561382,0.8168882037022936
0.1,150,50,1,0.01,1,1,0.3,0.8996538384799777,0.6934451706838912,1.0625337996387538,0.8193085985845513
0.1,150,50,1,0.01,1,10,0.3,0.8989150712342933,0.6926138062600354,1.0625374048923117,0.819152773663889
0.1,150,50,1,0.01,10,1,0.3,0.8988755006077181,0.6925419632568823,1.0622931841424166,0.819046290543257
0.1,150,50,1,0.01,10,10,0.3,0.8993140767404632,0.6930102847532283,1.0626545479633993,0.8191676499764443
0.1,150,50,1,0.1,1,1,0.3,0.9157538430621283,0.7056679996488091,1.0607528455311241,0.817669509415103
0.1,150,50,1,0.1,1,10,0.3,0.9152215056969525,0.7050220387215217,1.0615190302639737,0.8181324413223535
0.1,150,50,1,0.1,10,1,0.3,0.9150992111972087,0.7050453077599053,1.0617870151673174,0.8182814151082595
0.1,150,50,1,0.1,10,10,0.3,0.9153743056560618,0.7052872723786413,1.060997369399274,0.8179350776361186
0.1,150,50,10,0.01,1,1,0.3,0.8997753711940365,0.6932535959109561,1.062107986347469,0.8186108534973467
0.1,150,50,10,0.01,1,10,0.3,0.8995577009996794,0.6932808174893429,1.062329386911718,0.8191855956562394
0.1,150,50,10,0.01,10,1,0.3,0.9004929862879179,0.6938532380284098,1.0624855496944028,0.8190264418026305
0.1,150,50,10,0.01,10,10,0.3,0.8989321584371367,0.6927483039564594,1.06278625008503,0.8192453424763988
0.1,150,50,10,0.1,1,1,0.3,0.9154775262977193,0.7051643612436861,1.0614884087599292,0.8183764227774207
0.1,150,50,10,0.1,1,10,0.3,0.9152002377153623,0.7051375875124842,1.0617661769118862,0.8186043236635018
0.1,150,50,10,0.1,10,1,0.3,0.9154400961686132,0.7051278767341662,1.0608964057695698,0.8181618342790987
0.1,150,50,10,0.1,10,10,0.3,0.9156748024408462,0.7052964719214309,1.060610175735111,0.8178202176885465
